pl_name,hostname,tran_flag,pl_radj,pl_radjerr1,pl_radjerr2,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_eqt,pl_eqterr1,pl_eqterr2,pl_insol,pl_insolerr1,pl_insolerr2,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,st_mass,st_masserr1,st_masserr2,st_met,st_meterr1,st_meterr2,st_teff,st_rad,pl_dens
WASP-76 b,WASP-76,1.0,1.854,0.077,-0.076,1.80988198,6.4e-07,-5.6e-07,2228.0,122.0,-122.0,4104.0,896.0,-896.0,0.894,0.014,-0.013,1.458,0.021,-0.021,0.366,0.053,-0.053,6329.0,1.756,0.17
WASP-77 A b,WASP-77 A,1.0,1.21,0.02,-0.02,1.360029395,5.7e-08,-5.7e-08,1674.0,24.0,-24.0,1440.0,90.0,-80.0,1.6654,0.00045,-0.00045,0.903,0.066,-0.059,-0.1,0.1,-0.11,5617.0,0.91,1.33
WASP-78 b,WASP-78,1.0,1.93,0.45,-0.45,2.17518,5e-06,-5e-06,2469.7,53.8,-55.9,4812.6238,,,1.11,0.54,-0.54,1.87,1.36,-1.36,-0.35,,,6100.0,2.46,0.131
WASP-79 b,WASP-79,1.0,1.53,0.04,-0.04,3.662392,4e-06,-4e-06,1716.2,25.8,-24.4,1645.9887,,,0.85,0.08,-0.08,1.39,0.06,-0.06,0.03,0.1,-0.1,6600.0,1.51,0.13
WASP-8 b,WASP-8,1.0,1.13,0.05,-0.05,8.15872,1.5e-05,-1.5e-05,1059.0,,,209.118,,,2.54,0.33,-0.33,1.34,0.26,-0.26,0.17,,,5600.0,1.03,2.1
WASP-80 b,WASP-80,1.0,0.999,0.03,-0.031,3.06785234,8.3e-07,-7.9e-07,825.0,19.0,-19.0,72.442,,,0.538,0.035,-0.036,0.577,0.051,-0.054,-0.13,0.15,-0.17,4143.0,0.586,0.717
WASP-81 b,WASP-81,1.0,1.429,0.051,-0.046,2.7164762,2.3e-06,-2.3e-06,1623.0,38.0,-37.0,1034.0911,,,0.729,0.036,-0.035,1.08,0.059,-0.058,-0.36,0.14,-0.14,5870.0,1.283,0.332
WASP-82 b,WASP-82,1.0,1.62,0.13,-0.13,2.70579,2e-06,-2e-06,2190.0,40.0,-40.0,3557.29,,,1.17,0.2,-0.2,1.48,0.37,-0.37,0.12,,,6480.0,2.1,0.354
WASP-83 b,WASP-83,1.0,1.04,0.08,-0.05,4.971252,1.5e-05,-1.5e-05,1120.0,30.0,-30.0,238.875,,,0.3,0.03,-0.03,1.11,0.09,-0.09,0.29,0.12,-0.12,5510.0,1.05,0.35
WASP-84 b,WASP-84,1.0,0.956,0.024,-0.024,8.52349648,6e-07,-6e-07,732.0,12.0,-12.0,34.6952,,,0.692,0.058,-0.058,0.853,0.038,-0.038,0.0,0.1,-0.1,5280.0,0.768,0.98
WASP-88 b,WASP-88,1.0,1.46,0.21,-0.21,4.954,1.9e-05,-1.9e-05,1772.0,54.0,-45.0,1489.5543,,,0.42,0.14,-0.14,0.94,0.42,-0.42,-0.08,,,6430.0,1.8,0.141
WASP-89 b,WASP-89,1.0,1.04,0.04,-0.04,3.3564227,2.5e-06,-2.5e-06,1120.0,20.0,-20.0,278.8533,,,5.9,0.4,-0.4,0.92,0.08,-0.08,0.15,0.14,-0.14,5130.0,0.88,7.0
WASP-90 b,WASP-90,1.0,1.63,0.09,-0.09,3.916243,3e-06,-3e-06,1840.0,50.0,-50.0,1704.4939,,,0.63,0.07,-0.07,1.55,0.1,-0.1,0.11,0.14,-0.14,6430.0,1.98,0.193
WASP-91 b,WASP-91,1.0,1.03,0.04,-0.04,2.798581,3e-06,-3e-06,1160.0,30.0,-30.0,332.5562,,,1.34,0.08,-0.08,0.84,0.07,-0.07,0.19,0.13,-0.13,4920.0,0.86,1.59
WASP-92 b,WASP-92,1.0,1.461,0.077,-0.077,2.1746742,1.6e-06,-1.6e-06,1871.0,56.0,-56.0,1622.2528,,,0.805,0.068,-0.068,1.19,0.037,-0.037,0.0,0.14,-0.14,6280.0,1.341,0.346
WASP-93 b,WASP-93,1.0,1.597,0.077,-0.077,2.7325321,2e-06,-2e-06,1942.0,38.0,-38.0,2531.1336,,,1.47,0.29,-0.29,1.334,0.033,-0.033,0.07,0.17,-0.17,6700.0,1.524,0.479
WASP-94 A b,WASP-94 A,1.0,1.58,0.13,-0.13,3.95019,4e-06,-4e-06,1604.0,25.0,-22.0,1009.38,,,0.5,0.13,-0.13,1.67,0.64,-0.64,0.26,,,6170.0,1.48,0.118
WASP-95 b,WASP-95,1.0,1.23,0.09,-0.09,2.18467,1e-06,-1e-06,1570.0,50.0,-50.0,1362.1381,,,1.44,0.28,-0.28,1.46,0.42,-0.42,0.14,,,5830.0,1.23,0.84
WASP-96 b,WASP-96,1.0,1.2,0.06,-0.06,3.4252602,2.7e-06,-2.7e-06,1285.0,40.0,-40.0,517.0,127.0,-128.0,0.48,0.03,-0.03,1.06,0.09,-0.09,0.14,0.19,-0.19,5540.0,1.05,0.37
WASP-97 b,WASP-97,1.0,1.14,0.06,-0.06,2.07276,1e-06,-1e-06,1555.0,40.0,-40.0,1414.87,,,1.36,0.19,-0.19,1.18,0.24,-0.24,0.23,,,5640.0,1.08,1.21
WASP-98 b,WASP-98,1.0,1.144,0.034,-0.034,2.96264036,4.3e-07,-4.3e-07,1171.0,26.0,-26.0,269.8828,,,0.922,0.08,-0.08,0.809,0.064,-0.064,-0.49,0.1,-0.1,5473.0,0.741,0.764
WASP-99 b,WASP-99,1.0,1.02,0.06,-0.06,5.75251,4e-05,-4e-05,1480.0,40.0,-40.0,828.8268,,,2.43,0.37,-0.37,1.21,0.28,-0.28,0.21,,,6150.0,1.64,2.79
WTS-2 b,WTS-2,1.0,1.363,0.061,-0.061,1.0187068,6.5e-07,-6.5e-07,2000.0,100.0,-100.0,2544.6509,,,1.12,0.16,-0.16,0.82,0.082,-0.082,0.2,0.3,-0.2,5000.0,0.752,0.54
XO-1 b,XO-1,1.0,1.14,0.07,-0.07,3.94153,2.7e-05,-2.7e-05,1210.0,16.0,-16.0,321.85,,,0.83,0.13,-0.13,0.88,0.19,-0.19,0.02,,,5750.0,0.88,0.64
XO-4 b,XO-4,1.0,1.25,0.08,-0.08,4.12508,4e-06,-4e-06,1630.0,169.0,-36.0,1112.27,,,1.42,0.19,-0.19,1.1,0.22,-0.22,-0.04,,,6397.0,1.45,0.83
XO-5 b,XO-5,1.0,1.14,0.03,-0.03,4.1877558,6e-07,-6e-07,1230.0,20.0,-20.0,397.4799,,,1.19,0.03,-0.03,1.04,0.03,-0.03,0.05,0.06,-0.06,5430.0,1.13,1.06
XO-6 b,XO-6,1.0,2.07,0.22,-0.22,3.7650007,8.1e-06,-8.1e-06,1577.0,28.0,-28.0,580.386,,,4.4,,,1.47,0.06,-0.06,-0.07,0.1,-0.1,6720.0,1.93,0.62
XO-7 b,XO-7,1.0,1.373,0.026,-0.026,2.8641424,4.3e-06,-4.3e-06,1743.0,23.0,-23.0,1540.0,81.0,-81.0,0.709,0.034,-0.034,1.405,0.059,-0.059,0.432,0.057,-0.057,6250.0,1.48,0.34
